block	889	-1	382. See 8 H 245 (Delgado), 297 (Dono-	van), 316 (Botelho), 319 (Murray), 321 (
block	889	-1	386. 8 H 244 (Delgado), 292 (Dono-	van), 315 (Botelho), 316 (Camarata), 319
block	889	-1	390. 8 H 242 (Delgado)., 292 (Dono-	van), 315 (Botelho), 317 (Camarata), 11 
block	889	-1	396. 8 H257-258 (Delgado), 321 (Rous-	sel).
block	889	-1	398. 8 H 317 (Camarata), 317 (Con-	nor), 318 (Graf), 321 (Roussel), 322 (Os
compound	890	concatenate	 322-323 (Call); 11 H 86-87, 90-95, 105-	108 (Thornley).
block	890	-1	424. 8 H 234, 264 (Delgado), 300 (Don-	ovan), 317 (Camarata), 318 (Graf), 319 (
block	890	-1	429. 8 H 251 (Delgado), 295 (Dono-	van).
block	890	-1	465. 1 H 201-202, 212 (Marguerite Os-	wald); CE 1396, p. 6.
block	890	-1	480. CE 2677. Oswald could have ar-	rived at 5 :05 p.m., flying via Copenhag
compound	891	concatenate	(Anna N. Meller) (800 rubles); 5 H 407-	408 (Marina Oswald) (800 rubles); CE
block	891	-1	645. This and the succeeding para-	graphs about Marina's life before she me
block	892	-1	653. CE 21 ; see 1 H 89 (Marina Os-	wald).
block	892	-1	670. CE 994, pp. 8-9 ; 2 H 302 (Kath-	erine Ford).
block	892	-1	726. Ibid. ; 5 H 591-592 (Marina Os-	wald)
block	893	-1	802. 5 H 604, 617-618 (Marina Os-	wald); CE 2722. S03. CE 318.
block	893	-1	861. CE 2189, p. 2 ; 1 H 133-135 (Mar-	guerite Oswald).
block	893	-1	881. 9 H 226 (George De Mohren-	schildt); see 9 H 77 (Taylor), 308 (J. D
block	894	-1	901. E.g., 9 H 309, 311 (J. De Mohren-	schildt); 8 H 366, 372 (Bouhe), 382, 384
block	894	-1	911. Ibid, 9 H 230 (G. De Mohren-	schildt); see 1 H 6 (Marina Oswald).
block	894	-1	927. 9 H 324, 327 (J. De Mohren-	schildt); Albert Staples DE 1.
block	894	-1	933. 11 H 477 (Cunningham); Cun-	ningham DE 4 ; 10 H 175-177 'John G. Gra
block	894	-1	961. Id. at 232-233 (G. De Mohren-	schildt), 310 (J. De Mohrenschildt); 8 H
compound	895	concatenate	Evans), 186 (Charles Murret); 10 H 265-	266 (Mrs. Jesse Garner).
block	895	-1	994. 9 H 245-246 (G. De Mohren-	schildt), 319-320 (J. De Mohrenschildt) 
block	895	-1	1007. CE 2699; 1130; 1 H 9 (Ma-	rina Oswald); 9 H94 (Taylor).
block	895	-1	1076. CE 2649 ; 8 H 147-148 (L. Mur-	ret); 8 H 186-187 (C. Murret); CE 421, 2
block	895	-1	1077. CE 2649 ; 8 H 186, 187 (C. Mur-	ret); CE 2648.
block	896	-1	1162. CE 15. He appears to have at-	tempted to record Kostikov's name in his
block	896	-1	1180. Ibid. Oswald marked several mu-	seums, art galleries, and parks on his g
block	897	-1	1244. 3 H 40 (R. Paine); 1 H 52 (Ma-	rina Oswald): CE 994, p. 40.
block	897	-1	1245. 3 H 39 (R. Paine); 1 H 54 (Ma-	rina Oswald).
block	897	-1	1266. 1 H 53, 54, 63. 65-66 (Marina Os-	wald); 3 H 43-46 (R. Paine). Mrs. Paine 
block	897	-1	1. Martin Isaacs DE 1, but see foot-	note 9.
block	897	-1	9. 1 H 318 (R. Oswald). Robert Os-	wald testified that Lee paid him back a 
compound	898	concatenate	rt of the time at Ruth Paine's, 2 H 457-	461 (R. I'aine), he left money with his
compound	898	concatenate	 pay his rent for September 9. 10 H 274-	275 (Mrs. Jesse Garner).
block	898	-1	33. 10 H 238-240 (Mrs. Mahlon F. To-	bias) (included $5 key deposit which was
block	898	-1	57. 7 H 376-378 (Michaelis); Michae-	lis DE 5 ; CE 1137.
block	898	-1	90. 10 H 283 (Hulen); 10 H 290 (Barn-	horst); 6 H 401 (Mary L. Bledsoe); 10 H 
block	900	-1	137. Ill Hackworth, "Digest of Inter-	national Law," 219-220 (1942); see Jalhu
block	900	-1	Roche, "The Loss of American Na-	tionality—The Development of Statutory E
block	900	-1	39. Ill Hackworth, op. cit. supra, foot-	note at 138 at 218 ; In the Matter of L.
block	900	-1	163. CE 2653 (taken from the Immi-	gration and Naturalization Service file 
block	900	-1	184. CE 249 ; see also CE 1103 (the no-	tice itself).
block	900	-1	215. Operation Instructions of the Im-	migration and Naturalization Service 205
block	901	-1	252. See generally CE 834 (communi-	cations to FBI) and CE 2752 (communicati
block	901	-1	281. Hearings before the Senate For-	eign Relations Committee on Department o
block	901	-1	286. Hearings before the Senate Com-	mittee on Foreign Relations on S. 2770, 
block	902	-1	17. CE 1283; see 15 H 14 (Ruben-	stein).
block	902	-1	18. CE 1283; cf. 15 H 14 (Ruben-	stein).
compound	903	concatenate	15 H 21, 28-29 (Rubenstein); 14 H 443-	444 (Grant); CE 1288 : CE 1289, p. 3.
compound	904	concatenate	13 H 134 (Armstrong); 15 H 219, 221-	222 (J. Johnson); 14 H 642 (Kay Olsen) ;
compound	904	concatenate	son); CE 1564, 1566 ; but cf. 14 H 601-	602 (Breck Wall).
block	904	-1	291. 13 H 436 (Curtis Laverne Cra-	fard).
block	904	-1	308. 14 H 616-619 (Joseph L. Peter-	son); CE 1564, 1566 ; but cf. 14 H 601-6
block	904	-1	331. See 12 H 184 (August M. Eber-	hardt); 13 H 309-311 (Armstrong); 14 H 4
block	904	-1	341. See CE 1678 ; cf. 15 H 385 (Abra-	ham Kleinman); 4:e 1218, 1226.
compound	905	concatenate	3&9. 13 H 193 (Eberhardt); 15 H 447-	448 (Hansen); CE 1592, 1646, 1736, 2325.
block	905	-1	364. 14 H 129-130 (Robert C. Patter-	son); CE 1503, 1507.
compound	906	concatenate	13 H 444-445 (Crafard) with 15 H 248-	249 (Earl Wright), and 15 H 412-413
compound	908	concatenate	Brewer, Johnny Calvin, 7-8, 176, 178-	179, 654.
compound	908	concatenate	Bringuier, Carlos, 407-408, 419, 728-	789.
compound	909	concatenate	, 371, 433-434, 438, 456, 459, 461, 463-	464, 659-660, 748, 762, 777.
compound	909	concatenate	. Cleveland, President Grover, 457, 508-	509.
compound	909	concatenate	68. Cole, Alwyn, 174, 313, 566-570, 577-	578.
compound	909	concatenate	Communist Party, 11, 21, 244, 287-	289, 293, 302, 304, 345, 367, 376, 384,
compound	909	concatenate	4, 393, 398, 410-411, 415, 436-437, 695-	696, 699, 703, 722, 729-732, 734, 738,
compound	909	concatenate	, 53, 56, 79, 81, 85, 92-93, 96-97, 105-	107, 109, 112, 117-118, 129, 188, 195,
compound	909	concatenate	4, 307, 309, 32^323, 370, 374, 376, 389-	390, 400, 406, 411, 413-415, 422, 658-
compound	909	concatenate	9-390, 400, 406, 411, 413-415, 422, 658-	659, 686-687, 689, 727, 730-735, 746,
compound	909	concatenate	, 561. Cunningham (Mrs.), Helen P., 718-	719.
compound	909	concatenate	96, 208-209, 224-225, 228-229, 231, 235-	238, 240-241, 245, 249, 337, 340, 342,
compound	909	concatenate	. De Mohrenschildt, George S., 256. 282-	283, 394, 400-401, 418, 717, 720-722,
compound	910	concatenate	43. Duran, Senora Silvia Tirado de, 288-	289, 301-302, 304-305, 309-310, 734-
compound	910	concatenate	288-289, 301-302, 304-305, 309-310, 734-	735.
compound	910	concatenate	. Ekdahl, Edwin A., 9, 10, 377-378, 671-	673.
compound	910	concatenate	0, 402, 404, 406-408, 410-413, 419, 435-	436, 441-442, 567, 578, 661, 728-732,
compound	910	concatenate	Federal Bureau of Investigation, 13-	14, 16, 22, 24, 26, 30, 60, 76, 81, 84-8
compound	910	concatenate	0, 325-328, 344, 350, 358-359, 362, 364-	365, 367-368, 407, 419-420, 429, 431,
compound	910	concatenate	Frazier Buell Wesley, 15, 129, 131, 133-	134, 137, 147, 181, 247, 332, 421, 738,
compound	910	concatenate	Frazier, Robert A., 77, 84-85, 92, 105-	106, 171, 185-186, 189, 193-194, 547-
compound	910	concatenate	05-106, 171, 185-186, 189, 193-194, 547-	553.
compound	910	concatenate	2, 155, 160, 162, 179-182, 198-201, 208-	210, 215-216, 229-230, 232, 234, 239,
compound	911	concatenate	Hosty, James P., Jr., 327-328, 419-	420, 435, 437-444, 660-661, 739.
compound	911	concatenate	52. Kennedy, President John F., 1-5, 15-	23, 25, 28-29, 32, 39^3, 45, 48-50,
compound	912	concatenate	n. 53--61, 68-69, 79, 81, 85-87, 89, 90-	91, 96-98, 105-107, 109-111, 115-118,
compound	912	concatenate	8, 129, 173, 179-180, 182-183, 186, 188-	190, 194-196, 198, 200-201, 228, 233,
compound	912	concatenate	22, 424-429, 431^33, 440, 443, 445, 447-	450, 452-456, 459-460, 466, 580-582,
compound	912	concatenate	Lincoln, President Abraham, 425, 504-	506, 508-510, 637.
compound	912	concatenate	, 660, 672, 675, 678, 680-682, 685, 689-	690, 693, 696, 706, 710, 714, 716, 727,
compound	913	concatenate	r-275, 277-278, 280, 393 -394, 402, 656-	657, 711, 713, 752, 755, 758, 760, 764,
compound	913	concatenate	. Mosby, Aline, 256, 259, 265, 656, 694-	696.
compound	913	concatenate	Olivier, Dr. Alfred G., 87, 109, 580-	581, 584-586.
compound	913	concatenate	31, 133-137, 140-141, 143-147, 149, 151-	157, 159-163, 165-169, 171-172, 174-
compound	913	concatenate	151-157, 159-163, 165-169, 171-172, 174-	176, 178-196, 198-202, 204, 206, 208^
compound	913	concatenate	, 569-572, 575-579, 5)90, 592, 596, 637-	639, 642-701^ 703-713, 716, 719, 720,
compound	913	concatenate	Oswald, Marina, 13-15, 122, 124, 127-	131, 154, 175, 180-181, 184-188, 198,
compound	913	concatenate	02, 30^^310, 312, 317-318, 322-323, 328-	332, 364, 376, 387, 394-395, 401-402,
compound	913	concatenate	 571, 578, 592, 643, 645, 647, 653, 657-	658, 660-663, 665, 667, 697, 700, 702-
compound	913	concatenate	7-658, 660-663, 665, 667, 697, 700, 702-	709, 711-712, 71-^-730, 734-740, 746,
compound	913	concatenate	5, 377-381, 384, 401-402, 434, 667, 669-	681, 688-689, 694, 697, 711, 741, 766.
compound	914	concatenate	7, 181, 183-184, 199, 201, 246-248, 284-	287, 309, 317-319, 322-323, 327, 329,
compound	914	concatenate	9, 330-332, 360-361, 364, 403, 413, 416-	417, 419, 421^22, 438^39, 442, 577,
compound	914	concatenate	, 199, 202, 336-337, 581, 583, 638, 641-	642, 667, 738, 812.
compound	914	concatenate	, 216, 219, 221-222, 224, 227, 230, 243-	244, 287, 297-299, 326, 333, 335, 337-
compound	914	concatenate	3-244, 287, 297-299, 326, 333, 335, 337-	338, 340, 342-350, 352-354, 357-374,
compound	915	concatenate	 199, 245, 247, 316, 326, 374, 425, 427-	433, 440-444, 446-461, 468, 508-515,
compound	915	concatenate	51, 753, 755-757, 759-761, 764-766, 768-	769, 771, 776, 778.
compound	915	concatenate	Stevenson, Deputy Chief M. W., 208-	210, 213.
compound	915	concatenate	, 318. Texas Employment Commission, 246-	247, 281, 308, 332, 400, 402-403, 715,
compound	915	concatenate	2, 61, 63-65, 68, 71-72, 76, 79, 81, 84-	85, 87, 95-98, 112, 115, 117-118, 122,
compound	915	concatenate	0, 144, 146-147, 149, 153-155, 157, 159-	160, 175, 179, 182, 185, 189-190, 192,
compound	915	concatenate	, 458, 551, 553, 555, 557, 565-567, 579-	580, 583, 588, 638-640, 642-649, 661,
